script,table_char,chunk_size,chunk_start,chunk_end,start_time,end_time
parallel execute,A,6551,AAARnnAAAAAAcC0AAA,AAARnnAAAAAAcDlH//,2025-01-17 09:04:28.592598,2025-01-17 09:04:28.594974
parallel execute,A,6556,AAARnnAAAAAAcDmAAA,AAARnnAAAAAAf2fH//,2025-01-17 09:04:28.595284,2025-01-17 09:04:28.597949
parallel execute,A,6551,AAARnnAAAAAAf2gAAA,AAARnnAAAAAAf3RH//,2025-01-17 09:04:28.598276,2025-01-17 09:04:28.601157
parallel execute,A,6535,AAARnnAAAAAAf3SAAA,AAARnnAAAAAAf6rH//,2025-01-17 09:04:28.601472,2025-01-17 09:04:28.603944
parallel execute,A,6539,AAARnnAAAAAAf6sAAA,AAARnnAAAAAAf7dH//,2025-01-17 09:04:28.604276,2025-01-17 09:04:28.606693
parallel execute,A,6558,AAARnnAAAAAAf7eAAA,AAARnnAAAAAAf8PH//,2025-01-17 09:04:28.606972,2025-01-17 09:04:28.609617
parallel execute,A,6552,AAARnnAAAAAAf8QAAA,AAARnnAAAAAAf9BH//,2025-01-17 09:04:28.609911,2025-01-17 09:04:28.612523
parallel execute,A,6536,AAARnnAAAAAAf9CAAA,AAARnnAAAAAAf9zH//,2025-01-17 09:04:28.612798,2025-01-17 09:04:28.615427
parallel execute,A,6549,AAARnnAAAAAAf90AAA,AAARnnAAAAAAf+lH//,2025-01-17 09:04:28.615735,2025-01-17 09:04:28.618428
parallel execute,A,6530,AAARnnAAAAAAf+mAAA,AAARnnAAAAAAf/XH//,2025-01-17 09:04:28.618699,2025-01-17 09:04:28.621070
parallel execute,A,6560,AAARnnAAAAAAf/YAAA,AAARnnAAAAAAgAJH//,2025-01-17 09:04:28.621376,2025-01-17 09:04:28.624022
parallel execute,A,6542,AAARnnAAAAAAgAKAAA,AAARnnAAAAAAgA7H//,2025-01-17 09:04:28.624333,2025-01-17 09:04:28.627019
parallel execute,A,6557,AAARnnAAAAAAgA8AAA,AAARnnAAAAAAgBtH//,2025-01-17 09:04:28.627352,2025-01-17 09:04:28.629807
parallel execute,A,1890,AAARnnAAAAAAgBuAAA,AAARnnAAAAAAgB/H//,2025-01-17 09:04:28.630111,2025-01-17 09:04:28.630649
parallel execute,ALL,,,,2025-01-17 09:04:28.373297,2025-01-17 09:04:31.640631
parallel execute,A,6427,AAARnnAAAAAACfwAAA,AAARnnAAAAAAcCBH//,2025-01-17 09:04:28.586530,2025-01-17 09:04:28.589375
parallel execute,A,6567,AAARnnAAAAAAcCCAAA,AAARnnAAAAAAcCzH//,2025-01-17 09:04:28.589711,2025-01-17 09:04:28.592276
